Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,SampleNumber,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Pitch,Yaw,Roll,Interocular Distance,EventSource.2,SampleNumber.1,width,height,feature id_1,feature-x_1,feature-y_1,feature id_2,feature-x_2,feature-y_2,feature id_3,feature-x_3,feature-y_3,feature id_4,feature-x_4,feature-y_4,feature id_5,feature-x_5,feature-y_5,feature id_6,feature-x_6,feature-y_6,EventSource.3,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.4,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.5,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
1,40.5248,1.0,StartSlide,TestImage,90000.0,StimuliDisplay,Frage 1,1.0,-1.0,0.0364808365702629,0.0001693669619271,0.0183820128440856,0.0303310398012399,92.27392578125,0.005776016972959,0.0596125088632106,99.94474029541016,94.98219299316406,0.0455617867410182,0.0455617867410182,0.0,94.98526000976561,0.0455617867410182,1.5822118520736694,6.899672031402588,0.0008981766877695,0.0,0.042722500860691,0.0006740263197571,0.1451217234134674,0.0848659574985504,1.4109472431300674e-05,0.0014850655570626,0.006358734332025,1.1112016439437866,0.0117845460772514,0.174666553735733,81.81458282470702,1.9508184194564815,93.33592987060547,0.0,0.4171371459960937,0.0,0.0,-15.857437133789064,-7.293298244476318,1.8642973899841309,87.6583251953125,1.0,-1.0,640.0,480.0,0.0,293.1093444824219,260.87213134765625,1.0,414.74945068359375,387.2750244140625,2.0,310.5447082519532,286.2626037597656,3.0,398.2030029296875,286.3359069824219,4.0,359.740234375,326.8951721191406,5.0,353.0404663085937,387.2750244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42.4362,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,216.60499999999595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,910.0,561.75,665.732650756836,72.266669246032,-20171.9122724591,,,,,,,,,1.0,,4.96005,46.6028,41.64275,4.23044620863658,240.276509372116,16031.7725009042,-20171.9122724591,323.96594722818
3,50.7694,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,925.0,545.0,-1.0,-1.0,-1.0,-1.0,224.9389999999985,669.1805419921875,-1.0,0.638587236404419,0.6338609457015991,-1.0,-1.0,0.0,4.0,1.0,925.0,545.0,925.0,545.0,669.180541992188,13.4821127651523,-7054.25964585991,,,,,,,,,,,,,,,,,,
4,59.1521,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,917.0,557.0,-1.0,-1.0,5.111984252929688,-1.0,233.32099999999627,669.5098876953125,-1.0,0.6385828852653503,0.6338754892349243,-1.0,-1.0,0.0,4.0,1.0,917.0,557.0,917.0,557.0,669.509887695313,63.5075971666861,5967.70544115068,,,,,,,,,2.0,,54.96075,63.31345,8.35270000000001,,63.5075971666861,5967.70544115068,,
5,67.4748,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,960.0,526.0,-1.0,-1.0,241.64400000000023,-1.0,656.7562255859375,-1.0,-1.0,0.4991014897823333,0.6305242180824279,4.0,0.0,1.0,960.0,526.0,960.0,526.0,656.756225585938,12.7281840868137,-6101.31484732988,,,,,,,,,,,,,,,,,,
6,75.8092,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,912.0,563.0,-1.0,-1.0,-1.0,-1.0,249.9759999999951,669.9628295898438,-1.0,0.6386026740074157,0.6338112950325012,-1.0,-1.0,0.0,4.0,1.0,912.0,563.0,912.0,563.0,669.962829589844,48.1241321241104,4246.97015229612,,,,,,,,,3.0,,71.642,204.9205,133.2785,0.741962396544798,199.659915937467,17653.8886910437,-11835.8573146426,49.3987053549956
7,84.1289,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,258.2960000000021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,940.0,548.5,663.574829101563,101.868956691964,6459.94742212504,,,,,,,,,3.0,,71.642,204.9205,133.2785,0.741962396544798,199.659915937467,17653.8886910437,-11835.8573146426,49.3987053549956
8,87.0052,,,,,,Frage 1,1.0,-1.0,0.0373763144016265,0.0001720017608022,0.0185488536953926,0.0311082862317562,91.57260131835936,0.0057708965614438,0.0596716292202472,99.9428482055664,94.35832977294922,0.0452256835997104,0.0452256835997104,0.0,94.6273422241211,0.0452256835997104,1.596548080444336,5.64695405960083,0.0008569050696678,0.0,0.0134807657450437,0.0006994980503804,0.1404798179864883,0.0989497676491737,1.0175512215937488e-05,0.0021256811451166,0.0055399783886969,1.1946871280670166,0.0109690129756927,0.1559321135282516,82.40351867675781,1.6460214853286743,93.12520599365233,0.0,0.368048757314682,0.0,0.0,-15.317708015441896,-7.656881809234619,1.6556984186172483,86.81134033203125,1.0,-1.0,640.0,480.0,0.0,293.5880432128906,260.9027099609375,1.0,414.7360229492188,387.02288818359375,2.0,311.0518798828125,286.29168701171875,3.0,397.8631591796875,286.1872863769532,4.0,360.15972900390625,326.40496826171875,5.0,353.571044921875,387.02288818359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,92.4469,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,968.0,534.0,-1.0,-1.0,266.61599999999453,-1.0,657.1868286132812,-1.0,-1.0,0.4991644918918609,0.6305343508720397,4.0,0.0,1.0,968.0,534.0,968.0,534.0,657.186828613281,54.1521013559535,-5736.57794373776,,,,,,,,,3.0,,71.642,204.9205,133.2785,0.741962396544798,199.659915937467,17653.8886910437,-11835.8573146426,49.3987053549956
10,100.8208,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,929.0,574.0,1005.0,562.0,-1.0,-1.0,274.99000000000524,670.3677978515625,657.3953247070312,0.6386868953704834,0.6337840557098388,0.4991682469844818,0.6305073499679565,0.0,0.0,1.0,967.0,568.0,967.0,568.0,663.881561279297,67.0043520026486,1534.79867764066,,,,,,,,,3.0,,71.642,204.9205,133.2785,0.741962396544798,199.659915937467,17653.8886910437,-11835.8573146426,49.3987053549956
