Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,SampleNumber,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Pitch,Yaw,Roll,Interocular Distance,EventSource.2,SampleNumber.1,width,height,feature id_1,feature-x_1,feature-y_1,feature id_2,feature-x_2,feature-y_2,feature id_3,feature-x_3,feature-y_3,feature id_4,feature-x_4,feature-y_4,feature id_5,feature-x_5,feature-y_5,feature id_6,feature-x_6,feature-y_6,EventSource.3,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.4,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.5,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
12223,80804.0679,1.0,StartSlide,TestImage,120000.0,StimuliDisplay,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12224,80806.6612,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80853.15100000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,925.25,899.5,467.071365356445,46.029915968377,325.951553253268,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12225,80814.9613,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,918.0,892.0,-1.0,-1.0,80861.45000000001,-1.0,467.2121276855469,-1.0,-1.0,0.4623073935508728,0.3851308822631835,4.0,0.0,1.0,918.0,892.0,918.0,892.0,467.212127685547,34.8693000909962,-1344.63631491067,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12226,80823.2919,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,941.0,897.0,934.0,882.0,-1.0,-1.0,80869.78100000002,466.9357604980469,467.3414916992188,0.6679081320762634,0.3709142208099365,0.4627476930618286,0.3855226337909698,0.0,0.0,1.0,937.5,889.5,937.5,889.5,467.138626098633,40.7469307415072,705.547097509212,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12227,80828.5992,,,,,,Frage 2,1.0,-1.0,0.0956077054142951,0.0001182761479867,0.1004175171256065,0.0462951473891735,99.97636413574217,0.0104380613192915,0.0775088816881179,99.9782943725586,92.2167510986328,0.0569623634219169,1.8501780033111568,0.0,97.33232879638673,1.8501780033111568,0.2969111800193786,99.02106475830078,0.0167221333831548,0.0,11.620172500610352,0.0006541728507727,0.0569623634219169,7.763298034667968,6.912782282597617e-06,0.0002080458798445,2.9508328225347213e-05,41.82332611083984,0.0351538807153701,20.43602752685547,97.12615203857422,16.01879119873047,99.15318298339844,0.0,13.955385208129885,0.0,6.0,-31.682559967041016,-4.015377521514893,-0.6111474633216857,139.16665649414065,1.0,-1.0,640.0,480.0,0.0,275.8904724121094,285.1295166015625,1.0,440.87701416015625,450.1160278320313,2.0,287.11041259765625,323.5791320800781,3.0,425.8771362304688,313.0361022949219,4.0,363.6865234375,385.05712890625,5.0,362.1636657714844,448.8186950683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12228,80831.624,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80878.11300000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,936.25,891.0,467.157302856445,8.54091337911718,-3865.29414702074,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12229,80839.9962,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,939.0,897.0,931.0,888.0,-1.0,-1.0,80886.48500000002,466.9380493164063,467.4139099121094,0.6680946946144104,0.3716445565223693,0.462722897529602,0.3859877586364746,0.0,0.0,1.0,935.0,892.5,935.0,892.5,467.175979614258,18.7220630316474,1216.06622542852,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12230,80848.3846,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,953.0,903.0,926.0,895.0,-1.0,-1.0,80894.875,468.353271484375,468.4656066894531,0.6685883998870848,0.3717861175537109,0.4631390273571014,0.3863649070262908,0.0,0.0,1.0,939.5,899.0,939.5,899.0,468.409439086914,13.2870733413432,-647.917325151069,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12231,80856.17,1.0,StartMedia,TestImage,120000.0,StimuliDisplay,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12232,80856.6623,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80903.149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,936.25,898.5,468.39217376709,14.6959630498842,170.203040523633,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12233,80860.5125,,,,,,Frage 2,1.0,0.0,0.0787793174386024,0.0001166075890068,0.0882622301578521,0.0449025817215442,99.97608947753906,0.0103245377540588,0.0735202357172966,99.97863006591797,92.63922882080078,0.0476766265928745,1.539196252822876,0.0,97.52996826171876,1.539196252822876,0.2714232802391052,98.63581085205078,0.0161062367260456,0.0,5.446404933929443,0.0003759361279662,0.0476766265928745,6.529423713684082,6.82300014887005e-06,0.0002903086715377,2.4282036974909715e-05,39.58163070678711,0.0356222204864025,16.00933074951172,97.22024536132812,15.415396690368652,99.24745178222656,0.0,11.973286628723145,0.0,6.0,-33.09186172485352,-3.620361804962158,-0.4615384936332702,139.561279296875,1.0,0.0,640.0,480.0,0.0,276.32452392578125,286.4281311035156,1.0,440.6157836914063,450.7194213867188,2.0,287.2342224121094,325.7073059082032,3.0,426.2581176757813,313.47174072265625,4.0,363.3580322265625,386.85745239257807,5.0,361.9180908203125,448.258544921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12234,80864.9567,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,933.0,898.0,-1.0,-1.0,80911.44700000001,-1.0,468.3749084472656,-1.0,-1.0,0.4630324840545654,0.3868426084518432,4.0,0.0,1.0,933.0,898.0,933.0,898.0,468.374908447266,8.42815623271072,-755.667295666276,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12235,80873.2865,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,952.0,897.0,928.0,901.0,-1.0,-1.0,80919.77600000001,468.4046325683594,466.90960693359375,0.6692383289337158,0.3726919591426849,0.4636359512805938,0.387248158454895,0.0,0.0,1.0,940.0,899.0,940.0,899.0,467.657119750977,9.9627397066017,184.228129593715,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12236,80881.7108,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80928.20000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,937.5,898.0,467.471282958984,11.958967703406,236.960696651896,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
12237,80889.9542,,,,,,Frage 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,950.0,895.0,920.0,899.0,-1.0,-1.0,80936.44400000003,468.8114929199218,465.7593994140625,0.6691259145736694,0.3731822371482849,0.4636262357234954,0.3875419795513153,0.0,0.0,1.0,935.0,897.0,935.0,897.0,467.285446166992,10.3226474642444,-198.500647689437,82.0,,932.044136613698,900.343714898483,80710.82735,80952.4779,241.650549999991,0.307419365171891,,,,,,,,,,
