Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,SampleNumber,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Pitch,Yaw,Roll,Interocular Distance,EventSource.2,SampleNumber.1,width,height,feature id_1,feature-x_1,feature-y_1,feature id_2,feature-x_2,feature-y_2,feature id_3,feature-x_3,feature-y_3,feature id_4,feature-x_4,feature-y_4,feature id_5,feature-x_5,feature-y_5,feature id_6,feature-x_6,feature-y_6,EventSource.3,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.4,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.5,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
1,43.4743,1.0,StartSlide,TestImage,90000.0,StimuliDisplay,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47.0043,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,332.0,1014.0,-1.0,-1.0,208.33000000000172,-1.0,445.2642211914063,-1.0,-1.0,0.543919026851654,0.5348998308181762,4.0,0.0,1.0,332.0,1014.0,332.0,1014.0,445.264221191406,176.842451489068,-31301.4178242351,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
3,55.2524,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,660.0,812.0,342.0,1011.0,-1.0,-1.0,216.5779999999941,449.4269714355469,443.4494934082031,0.7223098278045654,0.5485612750053405,0.5438197255134583,0.5349504947662354,0.0,0.0,1.0,501.0,911.5,501.0,911.5,446.438232421875,401.842967342788,27279.0722534547,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
4,63.6207,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,224.9470000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,506.0,905.5,445.891586303711,32.2715547963148,-44163.260464667,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
5,66.546,,,,,,Frage 1,1.0,-1.0,0.169157937169075,0.2228688895702362,0.0381745807826519,0.1789007633924484,0.0521494373679161,0.1053217574954032,0.0622626170516014,7.155300617218018,0.0,5.548087596893311,0.0216153990477323,99.55426025390624,90.76811218261719,0.0216153990477323,2.8020706176757812,2.744220733642578,0.9165763854980468,37.84058380126953,91.46037292480467,0.0037591827567666,0.0045304363593459,0.0470445752143859,0.0194909367710351,5.8635239601135245,0.0008748832042329,5.494732379913329,58.63521957397461,0.002940199105069,18.138284683227536,0.1805880665779113,5.548087596893311,5.943598747253418,0.0755868926644325,0.0,66.0,-30.918558120727536,-10.571779251098633,2.197884321212769,113.8969955444336,1.0,-1.0,640.0,480.0,0.0,318.2937927246094,327.4394836425781,1.0,452.0338134765625,461.1795043945313,2.0,329.1189880371094,358.32110595703125,3.0,442.8685302734375,352.52740478515625,4.0,395.7726745605469,407.7584533691406,5.0,383.50384521484375,458.6310424804688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,71.9176,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,681.0,788.0,341.0,1011.0,-1.0,-1.0,233.2430000000022,447.8894653320313,442.8004150390625,0.7215161323547363,0.548426330089569,0.542729377746582,0.5352264046669006,0.0,0.0,1.0,511.0,899.5,511.0,899.5,445.344940185547,32.9017400002252,75.9542966542178,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
7,80.2493,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,675.0,778.0,344.0,1003.0,-1.0,-1.0,241.5749999999971,448.0171508789063,443.396728515625,0.7210476994514465,0.5484399199485778,0.5424009561538696,0.5350661277770996,0.0,0.0,1.0,509.5,890.5,509.5,890.5,445.706939697266,193.229555419932,19243.1094998268,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
8,88.583,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,249.90899999999965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,427.75,946.25,444.950744628906,390.37989746825,23657.0001377921,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
9,96.9131,,,,,,Frage 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,346.0,1002.0,-1.0,-1.0,258.2390000000014,-1.0,444.1945495605469,-1.0,-1.0,0.5412280559539794,0.5353332161903381,4.0,0.0,1.0,346.0,1002.0,346.0,1002.0,444.194549560547,197.605769547132,-23141.8743978005,,,,,,,,,1.0,,9.42675,109.41535,99.9886,6.06965648583709,438.753934991573,45081.4517891991,-44163.260464667,329.133190548863
10,97.3959,,,,,,Frage 1,1.0,-1.0,0.1525802910327911,0.3025063574314117,0.0338603630661964,0.1601955443620681,0.0576206371188163,0.1038423776626586,0.0605609156191349,5.6421098709106445,0.7210116386413574,6.44976043701172,0.0234304890036582,99.39498901367188,91.61872863769533,0.0200745593756437,2.1435163021087646,2.728963851928711,1.1793224811553955,38.256832122802734,33.021812438964844,0.0025997068732976,0.0055181654170155,0.0402832441031932,0.0234304890036582,4.680511474609375,0.0013244480360299,5.50484561920166,55.55039978027344,0.0052468026988208,15.200024604797363,0.1764364838600158,6.44976043701172,9.3084659576416,0.0655053257942199,1.0,72.0,-31.405424118041992,-10.041818618774414,1.829456090927124,113.76374053955078,1.0,-1.0,640.0,480.0,0.0,317.7926025390625,325.93463134765625,1.0,453.1063232421875,461.2483520507813,2.0,329.182373046875,357.51300048828125,3.0,442.7315673828125,350.5294494628906,4.0,395.51605224609375,407.4727478027344,5.0,384.4344787597656,458.8507995605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
